Data,Unidade,ETE,Tipo,pH,DQO,DQOFiltrada,SST,CT,EColi,Meta,year,month,month_and_year,timestamp,ecoli_proportion,satisfy_ph,satisfy_ecoli,satisfy_dqo,satisfy_filtered_dqo,satisfy_le,satisfy_general,level,DQOf,geral_pc1,geral_pc2,geral_pc3,principal component 1,principal component 2,principal component 3
2021-03-01 00:00:00+00:00,MTE,s. miguel,UASB,7.0,225.86,,112.5,24000.0,24000.0,N,2021,3,202103,1614556800000000000,1.0,1,0,0,0,0,0,1,,-0.2599181043850928,0.24347432306677858,-0.9978879899539982,-0.2599181043850928,0.24347432306677858,-0.9978879899539982
2021-03-01 00:00:00+00:00,MTE,aldemir martins,UASB/POS,7.0,184.93,,165.0,24000.0,330.0,N,2021,3,202103,1614556800000000000,0.01375,1,1,1,0,0,0,3,,-0.15403772330874937,0.2928565422527789,-1.0064969728293447,-0.15403772330874937,0.2928565422527789,-1.0064969728293447
2021-03-01 00:00:00+00:00,MTE,escritores,UASB/POS,7.5,469.0,,375.0,10.0,10.0,N,2021,3,202103,1614556800000000000,1.0,1,1,0,0,0,0,2,,0.8388342697681335,1.0434559550527285,-0.05589515140652492,0.8388342697681335,1.0434559550527285,-0.05589515140652492
2021-03-01 00:00:00+00:00,MTE,itaperi,UASB,7.1,707.34,,260.0,10.0,10.0,N,2021,3,202103,1614556800000000000,1.0,1,1,0,0,0,0,2,,0.8375366616564623,1.1931459745765773,-0.5187156105233545,0.8375366616564623,1.1931459745765773,-0.5187156105233545
2021-03-01 00:00:00+00:00,MTE,itaperussu,LA,7.5,206.6,,175.0,10.0,10.0,N,2021,3,202103,1614556800000000000,1.0,1,1,0,0,0,0,2,,-0.14472612752406308,0.29446944933014024,-0.2754338053819689,-0.14472612752406308,0.29446944933014024,-0.2754338053819689
2021-03-01 00:00:00+00:00,MTE,riacho doce,UASB,7.4,201.78,,170.0,24000.0,24000.0,N,2021,3,202103,1614556800000000000,1.0,1,0,0,0,0,0,1,,-0.150994329733663,0.28021843034974403,-0.42286796587935505,-0.150994329733663,0.28021843034974403,-0.42286796587935505
2021-03-01 00:00:00+00:00,MTE,novo mondubim ii,UASB,7.3,442.52,,134.0,10.0,10.0,N,2021,3,202103,1614556800000000000,1.0,1,1,0,0,0,0,2,,0.06392827634326534,0.5629971688877375,-0.43117948817121987,0.06392827634326534,0.5629971688877375,-0.43117948817121987
2021-03-01 00:00:00+00:00,MTE,novo barroso,UASB,7.1,329.37,,97.5,24000000.0,8600000.0,N,2021,3,202103,1614556800000000000,0.35833333333333334,1,0,0,0,1,0,2,,3.047274684615933,-4.435966694246592,-0.6230263114726035,3.047274684615933,-4.435966694246592,-0.6230263114726035
2021-03-01 00:00:00+00:00,MTE,pajucara,UASB,7.2,153.64,,118.8,65000.0,1100.0,N,2021,3,202103,1614556800000000000,0.016923076923076923,1,1,1,0,0,0,3,,-0.3586147725246997,0.13501432795648374,-0.7529761550368709,-0.3586147725246997,0.13501432795648374,-0.7529761550368709
2021-03-01 00:00:00+00:00,MTE,paupina,UASB,6.9,613.45,,245.0,24000.0,3400.0,N,2021,3,202103,1614556800000000000,0.14166666666666666,1,1,0,0,0,0,2,,0.6859109807983904,1.0506635269997529,-0.8659338012317578,0.6859109807983904,1.0506635269997529,-0.8659338012317578
